rental_key,rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,amount,payment_date
1031,2378,6/18/2005,2796,384,6/26/2005,2,7.99,6/18/2005
1032,2379,6/18/2005,2708,597,6/24/2005,2,0.99,6/18/2005
1033,2380,6/18/2005,4413,256,6/24/2005,2,6.99,6/18/2005
1034,2381,6/18/2005,1491,167,6/22/2005,1,5.99,6/18/2005
1035,2382,6/18/2005,915,568,6/20/2005,2,4.99,6/18/2005
1036,2383,6/18/2005,2459,149,6/26/2005,2,7.99,6/18/2005
1037,2384,6/18/2005,3378,132,6/21/2005,1,0.99,6/18/2005
1038,2385,6/18/2005,1641,298,6/26/2005,1,3.99,6/18/2005
1039,2386,6/18/2005,1361,293,6/22/2005,1,4.99,6/18/2005
1040,2387,6/18/2005,692,289,6/25/2005,2,6.99,6/18/2005
1041,2388,6/18/2005,2923,53,6/20/2005,1,2.99,6/18/2005
1042,2389,6/18/2005,731,382,6/21/2005,1,0.99,6/18/2005
1043,2390,6/18/2005,2748,239,6/23/2005,1,4.99,6/18/2005
1044,2391,6/18/2005,2850,491,6/25/2005,1,4.99,6/18/2005
1045,2392,6/18/2005,2213,261,6/19/2005,1,0.99,6/18/2005
1046,2393,6/18/2005,3143,21,6/25/2005,1,2.99,6/18/2005
1047,2394,6/18/2005,2669,60,6/26/2005,1,4.99,6/18/2005
1048,2395,6/18/2005,899,544,6/27/2005,2,2.99,6/18/2005
1049,2396,6/18/2005,1986,31,6/27/2005,2,7.99,6/18/2005
1050,2397,6/18/2005,2895,76,6/24/2005,1,1.99,6/18/2005
1051,2398,6/18/2005,3001,526,6/27/2005,2,4.99,6/18/2005
1052,2399,6/18/2005,2492,577,6/26/2005,2,3.99,6/18/2005
1053,2400,6/18/2005,3194,410,6/25/2005,1,5.99,6/18/2005
1054,2401,6/18/2005,85,359,6/19/2005,2,0.99,6/18/2005
1055,2402,6/18/2005,2833,360,6/27/2005,1,6.99,6/18/2005
1056,2403,6/18/2005,2697,536,6/23/2005,1,2.99,6/18/2005
1057,2404,6/18/2005,4138,456,6/23/2005,2,0.99,6/18/2005
1058,2405,6/18/2005,3604,356,6/21/2005,1,2.99,6/18/2005
1059,2406,6/18/2005,1321,497,6/23/2005,1,2.99,6/18/2005
1060,2407,6/18/2005,2547,421,6/24/2005,2,2.99,6/18/2005
1061,2408,6/18/2005,258,87,6/19/2005,1,2.99,6/18/2005
1062,2409,6/18/2005,656,84,6/20/2005,1,0.99,6/18/2005
1063,2410,6/18/2005,265,381,6/20/2005,2,2.99,6/18/2005
1064,2411,6/18/2005,3302,558,6/25/2005,1,1.99,6/18/2005
1065,2412,6/18/2005,1946,127,6/27/2005,1,3.99,6/18/2005
1066,2413,6/18/2005,1851,170,6/27/2005,2,8.99,6/18/2005
1067,2414,6/18/2005,4500,275,6/20/2005,1,0.99,6/18/2005
1068,2415,6/18/2005,3105,434,6/25/2005,2,7.99,6/18/2005
1069,2416,6/18/2005,2868,26,6/24/2005,1,3.99,6/18/2005
1070,2417,6/18/2005,1956,219,6/26/2005,1,3.99,6/18/2005
1071,2418,6/18/2005,2756,381,6/26/2005,1,4.99,6/18/2005
1072,2419,6/18/2005,1255,102,6/26/2005,1,8.99,6/18/2005
1073,2420,6/18/2005,241,502,6/23/2005,1,0.99,6/18/2005
1074,2421,6/18/2005,3524,26,6/23/2005,2,6.99,6/18/2005
1075,2422,6/18/2005,3170,527,6/23/2005,1,0.99,6/18/2005
1076,2423,6/18/2005,1744,231,6/21/2005,1,0.99,6/18/2005
1077,2424,6/18/2005,1884,233,6/23/2005,1,2.99,6/18/2005
1078,2425,6/18/2005,2630,579,6/27/2005,2,5.99,6/18/2005
1079,2426,6/18/2005,474,543,6/22/2005,2,2.99,6/18/2005
1080,2427,6/18/2005,4278,176,6/27/2005,2,2.99,6/18/2005
1081,2428,6/18/2005,3892,241,6/19/2005,2,0.99,6/18/2005
1082,2429,6/18/2005,3238,583,6/27/2005,1,9.99,6/18/2005
1083,2430,6/18/2005,1984,434,6/23/2005,1,3.99,6/18/2005
1084,2431,6/18/2005,1383,295,6/25/2005,2,1.99,6/18/2005
1085,2432,6/18/2005,4420,250,6/25/2005,2,4.99,6/18/2005
1086,2433,6/18/2005,937,356,6/23/2005,2,4.99,6/18/2005
1087,2434,6/18/2005,3739,12,6/23/2005,2,5.99,6/18/2005
1088,2435,6/18/2005,3548,173,6/22/2005,2,4.99,6/18/2005
1089,2436,6/18/2005,3328,534,6/21/2005,2,0.99,6/18/2005
1090,2437,6/18/2005,1799,454,6/21/2005,1,2.99,6/18/2005
1091,2438,6/18/2005,184,31,6/19/2005,1,0.99,6/18/2005
1092,2439,6/18/2005,909,39,6/21/2005,2,4.99,6/18/2005
1093,2440,6/18/2005,2866,380,6/22/2005,1,2.99,6/18/2005
1094,2441,6/18/2005,3148,593,6/20/2005,1,4.99,6/18/2005
1095,2442,6/18/2005,4045,364,6/22/2005,1,2.99,6/18/2005
1096,2443,6/18/2005,1622,233,6/24/2005,1,4.99,6/18/2005
1097,2444,6/18/2005,2233,576,6/27/2005,1,8.99,6/18/2005
1098,2445,6/18/2005,2887,98,6/23/2005,1,0.99,6/18/2005
1099,2446,6/18/2005,1283,466,6/27/2005,2,8.99,6/18/2005
1100,2447,6/18/2005,2353,523,6/27/2005,1,8.99,6/18/2005
1101,2448,6/18/2005,1642,308,6/27/2005,1,4.99,6/18/2005
1102,2449,6/18/2005,3630,498,6/27/2005,1,4.99,6/18/2005
1103,2450,6/18/2005,863,230,6/27/2005,1,8.99,6/18/2005
1104,2451,6/18/2005,835,24,6/23/2005,1,5.99,6/18/2005
1105,2452,6/18/2005,4318,77,6/26/2005,1,8.99,6/18/2005
1106,2453,6/18/2005,2562,588,6/20/2005,1,2.99,6/18/2005
1107,2454,6/18/2005,314,253,6/24/2005,2,4.99,6/18/2005
1108,2455,6/18/2005,870,241,6/21/2005,1,0.99,6/18/2005
1109,2456,6/18/2005,553,147,6/23/2005,1,6.99,6/18/2005
1110,2457,6/18/2005,1277,91,6/26/2005,1,3.99,6/18/2005
1111,2458,6/18/2005,599,572,6/21/2005,2,0.99,6/18/2005
1112,2459,6/18/2005,1024,185,6/23/2005,2,4.99,6/18/2005
1113,2460,6/18/2005,3933,553,6/27/2005,2,8.99,6/18/2005
1114,2461,6/18/2005,78,343,6/28/2005,2,6.99,6/18/2005
1115,2462,6/18/2005,2151,468,6/21/2005,2,4.99,6/18/2005
1116,2463,6/18/2005,1186,194,6/25/2005,2,3.99,6/18/2005
1117,2464,6/18/2005,463,380,6/20/2005,1,4.99,6/18/2005
1118,2465,6/18/2005,3783,160,6/25/2005,1,2.99,6/18/2005
1119,2466,6/18/2005,1356,427,6/20/2005,1,0.99,6/18/2005
1120,2467,6/18/2005,4387,177,6/20/2005,1,2.99,6/18/2005
1121,2468,6/18/2005,1833,382,6/23/2005,1,4.99,6/18/2005
1122,2469,6/18/2005,1993,137,6/27/2005,1,6.99,6/18/2005
1123,2470,6/18/2005,4319,40,6/25/2005,1,7.99,6/18/2005
1124,2471,6/18/2005,3399,183,6/24/2005,2,5.99,6/18/2005
1125,2472,6/18/2005,4556,70,6/20/2005,2,4.99,6/18/2005
1126,2473,6/18/2005,3876,221,6/19/2005,1,2.99,6/18/2005
1127,2474,6/18/2005,3450,151,6/25/2005,1,2.99,6/18/2005
1128,2475,6/18/2005,889,336,6/21/2005,2,2.99,6/18/2005
1129,2476,6/18/2005,3998,334,6/20/2005,1,0.99,6/18/2005
1130,2477,6/18/2005,2510,206,6/22/2005,1,5.99,6/18/2005
1131,2478,6/18/2005,2798,241,6/24/2005,1,5.99,6/18/2005
1132,2479,6/18/2005,1624,408,6/22/2005,1,4.99,6/18/2005
1133,2480,6/18/2005,4078,310,6/22/2005,1,5.99,6/18/2005
1134,2481,6/18/2005,800,322,6/23/2005,2,4.99,6/18/2005
1135,2482,6/18/2005,452,122,6/19/2005,1,4.99,6/18/2005
1136,2483,6/18/2005,4225,88,6/25/2005,1,7.99,6/18/2005
1137,2484,6/18/2005,1511,515,6/24/2005,2,4.99,6/18/2005
1138,2485,6/18/2005,1562,56,6/21/2005,2,4.99,6/18/2005
1139,2486,6/18/2005,268,15,6/22/2005,1,2.99,6/18/2005
1140,2487,6/18/2005,3683,374,6/23/2005,2,4.99,6/18/2005
1141,2488,6/18/2005,1338,403,6/24/2005,2,3.99,6/18/2005
1142,2489,6/18/2005,4012,382,6/22/2005,2,1.99,6/18/2005
1143,2490,6/18/2005,1934,402,6/19/2005,2,4.99,6/18/2005
1144,2491,6/18/2005,1779,316,6/26/2005,1,1.99,6/18/2005
1145,2492,6/18/2005,2858,237,6/23/2005,1,2.99,6/18/2005
1146,2493,6/18/2005,4121,269,6/27/2005,1,6.99,6/18/2005
1147,2494,6/18/2005,1313,434,6/25/2005,1,3.99,6/18/2005
1148,2495,6/18/2005,3826,338,6/21/2005,1,4.99,6/18/2005
1149,2496,6/18/2005,646,527,6/20/2005,2,0.99,6/18/2005
1150,2497,6/18/2005,2327,171,6/26/2005,1,4.99,6/18/2005
1151,2498,6/18/2005,2291,74,6/22/2005,1,1.99,6/18/2005
1152,2499,6/18/2005,3172,348,6/20/2005,2,0.99,6/18/2005
1153,2500,6/18/2005,4241,12,6/26/2005,1,5.99,6/18/2005
1154,2501,6/18/2005,1185,450,6/24/2005,2,4.99,6/18/2005
1155,2502,6/18/2005,2622,325,6/20/2005,2,4.99,6/18/2005
1156,2503,6/18/2005,2486,176,6/23/2005,2,1.99,6/18/2005
1157,2504,6/18/2005,1684,452,6/21/2005,2,0.99,6/18/2005
1158,2505,6/18/2005,1670,519,6/26/2005,1,8.99,6/18/2005
1159,2506,6/18/2005,2308,82,6/25/2005,2,8.99,6/18/2005
1160,2507,6/18/2005,3121,325,6/21/2005,1,4.99,6/18/2005
1161,2508,6/18/2005,4322,476,6/20/2005,2,4.99,6/18/2005
1162,2509,6/18/2005,4469,213,6/20/2005,2,0.99,6/18/2005
1163,2510,6/18/2005,3827,384,6/24/2005,1,5.99,6/18/2005
1164,2511,6/18/2005,1824,234,6/24/2005,2,5.99,6/18/2005
1165,2512,6/18/2005,4515,27,6/21/2005,2,2.99,6/18/2005
1166,2513,6/18/2005,3379,515,6/24/2005,2,0.99,6/18/2005
1167,2514,6/18/2005,2559,382,6/23/2005,1,2.99,6/18/2005
1168,2515,6/18/2005,3213,188,6/22/2005,2,4.99,6/18/2005
1169,2516,6/19/2005,2678,87,6/21/2005,2,4.99,6/19/2005
1170,2517,6/19/2005,53,74,6/25/2005,1,0.99,6/19/2005
1171,2518,6/19/2005,3503,86,6/25/2005,2,4.99,6/19/2005
1172,2519,6/19/2005,1172,128,6/25/2005,1,7.99,6/19/2005
1173,2520,6/19/2005,4181,446,6/28/2005,1,6.99,6/19/2005
1174,2521,6/19/2005,132,92,6/22/2005,1,0.99,6/19/2005
1175,2522,6/19/2005,550,579,6/28/2005,1,3.99,6/19/2005
1176,2523,6/19/2005,460,89,6/21/2005,2,0.99,6/19/2005
1177,2524,6/19/2005,441,465,6/25/2005,2,0.99,6/19/2005
1178,2525,6/19/2005,1307,365,6/24/2005,2,2.99,6/19/2005
1179,2526,6/19/2005,3309,500,6/28/2005,1,6.99,6/19/2005
1180,2527,6/19/2005,387,463,6/20/2005,2,4.99,6/19/2005
1181,2528,6/19/2005,1836,331,6/26/2005,2,6.99,6/19/2005
1182,2529,6/19/2005,2306,478,6/24/2005,1,6.99,6/19/2005
1183,2530,6/19/2005,4166,31,6/23/2005,1,0.99,6/19/2005
1184,2531,6/19/2005,768,368,6/22/2005,2,4.99,6/19/2005
1185,2532,6/19/2005,1870,26,6/20/2005,1,4.99,6/19/2005
1186,2533,6/19/2005,4564,187,6/22/2005,1,0.99,6/19/2005
1187,2534,6/19/2005,2540,517,6/23/2005,1,2.99,6/19/2005
1188,2535,6/19/2005,901,130,6/28/2005,2,2.99,6/19/2005
1189,2536,6/19/2005,4232,163,6/27/2005,1,5.99,6/19/2005
1190,2537,6/19/2005,3499,388,6/26/2005,1,5.99,6/19/2005
1191,2538,6/19/2005,1287,472,6/25/2005,2,5.99,6/19/2005
1192,2539,6/19/2005,4474,527,6/19/2005,2,2.99,6/19/2005
1193,2540,6/19/2005,4305,363,6/20/2005,2,4.99,6/19/2005
1194,2541,6/19/2005,129,360,6/23/2005,1,3.99,6/19/2005
1195,2542,6/19/2005,1446,67,6/26/2005,1,3.99,6/19/2005
1196,2543,6/19/2005,1729,58,6/21/2005,2,0.99,6/19/2005
1197,2544,6/19/2005,1465,558,6/22/2005,1,4.99,6/19/2005
1198,2545,6/19/2005,3237,413,6/20/2005,2,4.99,6/19/2005
1199,2546,6/19/2005,971,272,6/23/2005,2,5.99,6/19/2005
1200,2547,6/19/2005,4560,162,6/24/2005,2,4.99,6/19/2005
1201,2548,6/19/2005,4292,561,6/22/2005,2,0.99,6/19/2005
1202,2549,6/19/2005,3854,495,6/26/2005,2,7.99,6/19/2005
1203,2550,6/19/2005,1370,38,6/24/2005,1,1.99,6/19/2005
1204,2551,6/19/2005,2007,444,6/28/2005,1,4.99,6/19/2005
1205,2552,6/19/2005,664,389,6/28/2005,1,3.99,6/19/2005
1206,2553,6/19/2005,923,473,6/26/2005,2,4.99,6/19/2005
1207,2554,6/19/2005,3916,322,6/25/2005,1,0.99,6/19/2005
1208,2555,6/19/2005,260,191,6/25/2005,2,2.99,6/19/2005
1209,2556,6/19/2005,125,377,6/23/2005,1,3.99,6/19/2005
1210,2557,6/19/2005,4546,257,6/20/2005,1,0.99,6/19/2005
1211,2558,6/19/2005,2920,361,6/24/2005,1,1.99,6/19/2005
1212,2559,6/19/2005,4433,414,6/28/2005,1,9.99,6/19/2005
1213,2560,6/19/2005,3340,309,6/28/2005,1,9.99,6/19/2005
1214,2561,6/19/2005,4128,256,6/21/2005,2,4.99,6/19/2005
1215,2562,6/19/2005,51,265,6/21/2005,2,4.99,6/19/2005
1216,2563,6/19/2005,1935,41,6/23/2005,2,4.99,6/19/2005
1217,2564,6/19/2005,4008,408,6/24/2005,1,2.99,6/19/2005
1218,2565,6/19/2005,2347,128,6/24/2005,2,0.99,6/19/2005
1219,2566,6/19/2005,495,486,6/25/2005,2,2.99,6/19/2005
1220,2567,6/19/2005,216,496,6/19/2005,2,2.99,6/19/2005
1221,2568,6/19/2005,3032,190,6/24/2005,1,3.99,6/19/2005
1222,2569,6/19/2005,30,213,6/26/2005,1,6.99,6/19/2005
1223,2570,6/19/2005,1105,5,6/25/2005,1,2.99,6/19/2005
1224,2571,6/19/2005,1800,66,6/21/2005,2,2.99,6/19/2005
1225,2572,6/19/2005,2449,159,6/23/2005,2,0.99,6/19/2005
1226,2573,6/19/2005,3354,563,6/23/2005,1,0.99,6/19/2005
1227,2574,6/19/2005,3320,143,6/20/2005,1,0.99,6/19/2005
1228,2575,6/19/2005,354,336,6/24/2005,1,2.99,6/19/2005
1229,2576,6/19/2005,2928,559,6/28/2005,2,4.99,6/19/2005
1230,2577,6/19/2005,447,66,6/28/2005,2,4.99,6/19/2005
1231,2578,6/19/2005,1695,267,6/26/2005,2,7.99,6/19/2005
1232,2579,6/19/2005,3836,493,6/22/2005,1,0.99,6/19/2005
1233,2580,6/19/2005,2527,219,6/23/2005,1,0.99,6/19/2005
1234,2581,6/19/2005,376,456,6/23/2005,2,2.99,6/19/2005
1235,2582,6/19/2005,201,267,6/26/2005,2,6.99,6/19/2005
1236,2583,6/19/2005,3999,523,6/28/2005,1,7.99,6/19/2005
1237,2584,6/19/2005,3733,90,6/28/2005,2,6.99,6/19/2005
1238,2585,6/19/2005,91,406,6/20/2005,1,0.99,6/19/2005
1239,2586,6/19/2005,4104,537,6/27/2005,1,8.99,6/19/2005
1240,2587,6/19/2005,2188,331,6/24/2005,2,2.99,6/19/2005
1241,2588,6/19/2005,3626,143,6/22/2005,2,4.99,6/19/2005
1242,2589,6/19/2005,225,164,6/21/2005,2,2.99,6/19/2005
1243,2590,6/19/2005,3572,324,6/20/2005,2,2.99,6/19/2005
1244,2591,6/19/2005,4481,438,6/25/2005,1,4.99,6/19/2005
1245,2592,6/19/2005,282,208,6/21/2005,1,0.99,6/19/2005
1246,2593,6/19/2005,2031,556,6/28/2005,1,5.99,6/19/2005
1247,2594,6/19/2005,829,123,6/25/2005,2,2.99,6/19/2005
1248,2595,6/19/2005,3197,122,6/25/2005,1,4.99,6/19/2005
1249,2596,6/19/2005,2229,80,6/24/2005,1,2.99,6/19/2005
1250,2597,6/19/2005,2278,407,6/20/2005,1,0.99,6/19/2005
1251,2598,6/19/2005,2079,265,6/24/2005,2,2.99,6/19/2005
1252,2599,6/19/2005,461,171,6/27/2005,1,5.99,6/19/2005
1253,2600,6/19/2005,469,423,6/28/2005,2,6.99,6/19/2005
1254,2601,6/19/2005,2898,98,6/20/2005,1,4.99,6/19/2005
1255,2602,6/19/2005,4124,173,6/24/2005,2,2.99,6/19/2005
1256,2603,6/19/2005,587,222,6/26/2005,1,6.99,6/19/2005
1257,2604,6/19/2005,2889,28,6/25/2005,2,0.99,6/19/2005
1258,2605,6/19/2005,2342,38,6/25/2005,1,1.99,6/19/2005
1259,2606,6/19/2005,4133,364,6/21/2005,2,4.99,6/19/2005
1260,2607,6/19/2005,3922,340,6/25/2005,2,5.99,6/19/2005
1261,2608,6/19/2005,1618,132,6/24/2005,1,2.99,6/19/2005
1262,2609,6/19/2005,2254,383,6/28/2005,2,7.99,6/19/2005
1263,2610,6/19/2005,3845,542,6/25/2005,2,4.99,6/19/2005
1264,2611,6/19/2005,3682,301,6/21/2005,1,4.99,6/19/2005
1265,2612,6/19/2005,1691,287,6/25/2005,1,6.99,6/19/2005
1266,2613,6/19/2005,3830,179,6/21/2005,1,4.99,6/19/2005
1267,2614,6/19/2005,4147,145,6/22/2005,1,0.99,6/19/2005
1268,2615,6/19/2005,3810,578,6/27/2005,1,4.99,6/19/2005
1269,2616,6/19/2005,581,478,6/28/2005,1,8.99,6/19/2005
1270,2617,6/19/2005,204,313,6/27/2005,1,7.99,6/19/2005
1271,2618,6/19/2005,2465,310,6/24/2005,2,2.99,6/19/2005
1272,2619,6/19/2005,1848,350,6/21/2005,2,0.99,6/19/2005
1273,2620,6/19/2005,3183,94,6/24/2005,1,4.99,6/19/2005
1274,2621,6/19/2005,1746,439,6/28/2005,1,2.99,6/19/2005
1275,2622,6/19/2005,1393,573,6/28/2005,2,5.99,6/19/2005
1276,2623,6/19/2005,4477,12,6/26/2005,2,4.99,6/19/2005
1277,2624,6/19/2005,3071,32,6/27/2005,1,5.99,6/19/2005
1278,2625,6/19/2005,3946,25,6/26/2005,2,8.99,6/19/2005
1279,2626,6/19/2005,2816,450,6/24/2005,1,2.99,6/19/2005
1280,2627,6/19/2005,2779,592,6/24/2005,2,0.99,6/19/2005
1281,2628,6/19/2005,3917,3,6/28/2005,2,2.99,6/19/2005
1282,2629,6/19/2005,1810,458,6/28/2005,2,5.99,6/19/2005
1283,2630,6/19/2005,3904,236,6/25/2005,1,2.99,6/19/2005
1284,2631,6/19/2005,3471,39,6/26/2005,1,4.99,6/19/2005
1285,2632,6/19/2005,2274,574,6/23/2005,2,0.99,6/19/2005
1286,2633,6/19/2005,3462,68,6/20/2005,1,2.99,6/19/2005
1287,2634,6/19/2005,3687,318,6/20/2005,2,2.99,6/19/2005
1288,2635,6/19/2005,3332,105,6/26/2005,1,3.99,6/19/2005
1289,2636,6/19/2005,2102,253,6/25/2005,2,4.99,6/19/2005
1290,2637,6/19/2005,2736,327,6/27/2005,2,3.99,6/19/2005
1291,2638,6/19/2005,2944,295,6/26/2005,1,1.99,6/19/2005
1292,2639,6/19/2005,3971,116,6/21/2005,2,4.99,6/19/2005
1293,2640,6/19/2005,721,540,6/20/2005,1,2.99,6/19/2005
1294,2641,6/19/2005,231,374,6/22/2005,1,2.99,6/19/2005
1295,2642,6/19/2005,2065,4,6/25/2005,1,5.99,6/19/2005
1296,2643,6/19/2005,1928,318,6/26/2005,2,2.99,6/19/2005
1297,2644,6/19/2005,1923,309,6/27/2005,2,3.99,6/19/2005
1298,2645,6/19/2005,2284,181,6/28/2005,2,5.99,6/19/2005
1299,2646,6/19/2005,3511,275,6/21/2005,2,4.99,6/19/2005
1300,2647,6/19/2005,1954,54,6/22/2005,1,4.99,6/19/2005
1301,2648,6/19/2005,1620,31,6/21/2005,2,4.99,6/19/2005
1302,2649,6/19/2005,98,153,6/21/2005,1,0.99,6/19/2005
1303,2650,6/19/2005,4211,209,6/21/2005,1,4.99,6/19/2005
1304,2651,6/19/2005,2181,576,6/27/2005,1,3.99,6/19/2005
1305,2652,6/19/2005,3108,589,6/28/2005,1,8.99,6/19/2005
1306,2653,6/19/2005,3528,340,6/26/2005,1,5.99,6/19/2005
1307,2654,6/19/2005,3697,405,6/27/2005,2,3.99,6/19/2005
1308,2655,6/19/2005,1649,29,6/23/2005,1,0.99,6/19/2005
1309,2656,6/19/2005,559,280,6/24/2005,2,3.99,6/19/2005
1310,2657,6/19/2005,3595,19,6/28/2005,1,2.99,6/19/2005
1311,2658,6/19/2005,3281,156,6/24/2005,1,4.99,6/19/2005
1312,2659,6/19/2005,66,139,6/23/2005,1,0.99,6/19/2005
1313,2660,6/19/2005,4341,221,6/28/2005,1,10.99,6/19/2005
1314,2661,6/19/2005,3652,452,6/25/2005,2,0.99,6/19/2005
1315,2662,6/19/2005,3936,68,6/20/2005,1,4.99,6/19/2005
1316,2663,6/19/2005,1012,583,6/20/2005,1,4.99,6/19/2005
1317,2664,6/19/2005,3496,299,6/28/2005,2,4.99,6/19/2005
1318,2665,6/19/2005,4531,133,6/26/2005,2,7.99,6/19/2005
1319,2666,6/19/2005,1872,454,6/28/2005,1,9.99,6/19/2005
1320,2667,6/19/2005,1028,200,6/27/2005,2,3.99,6/19/2005
1321,2668,6/19/2005,3127,568,6/24/2005,2,0.99,6/19/2005
1322,2669,6/19/2005,2734,523,6/20/2005,1,0.99,6/19/2005
1323,2670,6/19/2005,3518,457,6/21/2005,2,4.99,6/19/2005
1324,2671,6/19/2005,2164,451,6/26/2005,2,1.99,6/19/2005
1325,2672,6/19/2005,1164,420,6/25/2005,2,3.99,6/19/2005
1326,2673,6/19/2005,2487,29,6/23/2005,1,0.99,6/19/2005
1327,2674,6/19/2005,3744,585,6/20/2005,1,0.99,6/19/2005
1328,2675,6/19/2005,3078,230,6/23/2005,1,0.99,6/19/2005
1329,2676,6/19/2005,3938,477,6/24/2005,2,4.99,6/19/2005
1330,2677,6/19/2005,4384,428,6/21/2005,2,2.99,6/19/2005
1331,2678,6/19/2005,4230,258,6/21/2005,2,0.99,6/19/2005
1332,2679,6/19/2005,1994,109,6/27/2005,1,5.99,6/19/2005
1333,2680,6/19/2005,865,114,6/27/2005,1,7.99,6/19/2005
1334,2681,6/19/2005,2704,196,6/21/2005,2,0.99,6/19/2005
1335,2682,6/19/2005,3609,538,6/28/2005,1,4.99,6/19/2005
1336,2683,6/19/2005,2860,241,6/21/2005,2,2.99,6/19/2005
1337,2684,6/19/2005,1225,17,6/28/2005,2,8.99,6/19/2005
1338,2685,6/19/2005,1170,283,6/22/2005,1,2.99,6/19/2005
1339,2686,6/19/2005,2686,68,6/20/2005,1,2.99,6/19/2005
1340,2687,6/19/2005,3152,254,6/23/2005,2,3.99,6/19/2005
1341,2688,6/19/2005,4281,309,6/28/2005,2,6.99,6/19/2005
1342,2689,6/19/2005,2478,567,6/24/2005,1,4.99,6/19/2005
1343,2690,6/19/2005,1381,391,6/27/2005,1,2.99,6/19/2005
1344,2691,6/19/2005,3469,242,6/26/2005,1,4.99,6/19/2005
1345,2692,6/19/2005,3162,388,6/21/2005,1,4.99,6/19/2005
1346,2693,6/19/2005,2570,107,6/27/2005,1,6.99,6/19/2005
1347,2694,6/19/2005,380,368,6/24/2005,1,4.99,6/19/2005
1348,2695,6/19/2005,190,208,6/24/2005,2,2.99,6/19/2005
1349,2696,6/19/2005,2110,597,6/28/2005,2,4.99,6/19/2005
1350,2697,6/19/2005,2271,448,6/23/2005,1,0.99,6/19/2005
1351,2698,6/19/2005,3900,420,6/20/2005,2,0.99,6/19/2005
1352,2699,6/19/2005,72,267,6/24/2005,2,2.99,6/19/2005
1353,2700,6/19/2005,928,180,6/27/2005,1,2.99,6/19/2005
1354,2701,6/19/2005,1623,29,6/28/2005,2,7.99,6/19/2005
1355,2702,6/19/2005,1736,329,6/20/2005,2,2.99,6/19/2005
1356,2703,6/19/2005,4080,319,6/28/2005,2,4.99,6/19/2005
1357,2704,6/19/2005,2026,246,6/26/2005,2,1.99,6/19/2005
1358,2705,6/19/2005,1191,562,6/20/2005,1,4.99,6/19/2005
1359,2706,6/19/2005,373,559,6/21/2005,2,0.99,6/19/2005
1360,2707,6/19/2005,4486,589,6/27/2005,2,8.99,6/19/2005
1361,2708,6/19/2005,2659,541,6/24/2005,2,6.99,6/19/2005
1362,2709,6/19/2005,2877,7,6/23/2005,2,0.99,6/19/2005
1363,2710,6/19/2005,2965,446,6/21/2005,1,0.99,6/19/2005
1364,2711,6/19/2005,3944,313,6/21/2005,1,4.99,6/19/2005
1365,2712,6/19/2005,3132,411,6/22/2005,1,0.99,6/19/2005
1366,2713,6/19/2005,3979,378,6/20/2005,1,4.99,6/19/2005
1367,2714,6/19/2005,2853,81,6/23/2005,2,1.99,6/19/2005
1368,2715,6/19/2005,2082,404,6/26/2005,2,4.99,6/19/2005
1369,2716,6/19/2005,944,252,6/27/2005,2,4.99,6/19/2005
1370,2717,6/19/2005,140,200,6/22/2005,1,4.99,6/19/2005
1371,2718,6/19/2005,4443,139,6/26/2005,1,7.99,6/19/2005
1372,2719,6/19/2005,1200,336,6/20/2005,2,4.99,6/19/2005
1373,2720,6/19/2005,3597,504,6/27/2005,1,1.99,6/19/2005
1374,2721,6/19/2005,3786,358,6/21/2005,2,2.99,6/19/2005
1375,2722,6/19/2005,952,45,6/25/2005,2,4.99,6/19/2005
1376,2723,6/19/2005,4317,277,6/20/2005,1,4.99,6/19/2005
1377,2724,6/19/2005,3879,103,6/22/2005,2,0.99,6/19/2005
1378,2725,6/19/2005,63,246,6/22/2005,1,0.99,6/19/2005
1379,2726,6/19/2005,2970,420,6/21/2005,1,0.99,6/19/2005
1380,2727,6/19/2005,3261,129,6/28/2005,1,3.99,6/19/2005
1381,2728,6/19/2005,775,408,6/22/2005,2,2.99,6/19/2005
1382,2729,6/19/2005,4449,510,6/27/2005,2,8.99,6/19/2005
1383,2730,6/19/2005,1264,30,6/28/2005,1,2.99,6/19/2005
1384,2731,6/19/2005,4218,138,6/27/2005,2,7.99,6/19/2005
1385,2732,6/19/2005,610,386,6/25/2005,2,0.99,6/19/2005
1386,2733,6/19/2005,1535,188,6/23/2005,2,4.99,6/19/2005
1387,2734,6/19/2005,794,204,6/20/2005,2,4.99,6/19/2005
1388,2735,6/19/2005,4550,29,6/22/2005,1,2.99,6/19/2005
1389,2736,6/19/2005,4510,359,6/21/2005,1,4.99,6/19/2005
1390,2737,6/19/2005,3131,513,6/26/2005,2,1.99,6/19/2005
1391,2738,6/19/2005,350,75,6/20/2005,2,4.99,6/19/2005
1392,2739,6/19/2005,213,212,6/27/2005,2,9.99,6/19/2005
1393,2740,6/19/2005,1534,92,6/28/2005,2,8.99,6/19/2005
1394,2741,6/19/2005,1662,36,6/20/2005,1,0.99,6/19/2005
1395,2742,6/19/2005,4154,187,6/26/2005,1,5.99,6/19/2005
1396,2743,6/19/2005,2611,35,6/23/2005,1,2.99,6/19/2005
1397,2744,6/19/2005,4511,368,6/22/2005,2,4.99,6/19/2005
1398,2745,6/19/2005,1253,26,6/21/2005,2,4.99,6/19/2005
1399,2746,6/19/2005,933,562,6/28/2005,2,3.99,6/19/2005
